Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
28.64,0.02,323.8,3.0,0.03,29.0,101.0,0.07,5.93,345.0
28.64,0.03,224.77,3.4,0.04,76.0,101.0,0.16,5.94,297.0
28.61,0.02,320.42,3.0,0.03,29.0,101.0,0.07,5.18,340.0
28.6,0.03,242.54,3.5,0.03,68.0,101.0,0.56,6.38,287.0
28.59,0.02,365.24,3.1,0.03,27.0,101.0,0.06,7.36,351.0
28.61,0.02,283.73,3.8,0.03,69.0,101.0,0.51,10.32,278.0
28.59,0.03,345.18,3.2,0.03,28.0,101.0,0.05,5.73,357.0
28.61,0.02,279.98,3.5,0.03,65.0,101.0,0.04,12.34,350.0
28.57,0.02,333.48,3.4,0.03,24.0,101.0,0.03,11.05,372.0
28.56,0.03,222.01,3.9,0.03,77.0,101.0,0.81,5.06,258.0
28.55,0.02,312.57,2.9,0.03,20.0,101.0,0.11,7.52,270.0
28.56,0.02,374.82,4.2,0.03,83.0,101.0,0.76,6.0,412.0
28.53,0.03,316.81,3.3,0.03,26.0,101.0,0.05,13.39,302.0
28.53,0.02,352.87,3.6,0.03,77.0,101.0,0.43,7.73,334.0
28.51,0.02,394.34,2.9,0.03,25.0,101.0,0.07,5.76,266.0
28.48,0.03,315.54,3.7,0.03,75.0,101.0,0.67,6.07,358.0
28.48,0.02,357.39,3.5,0.03,31.0,101.0,0.08,8.73,324.0
28.46,0.02,321.83,3.6,0.03,64.0,101.0,0.07,6.08,335.0
28.46,0.02,322.27,3.2,0.03,24.0,101.0,0.05,5.65,289.0
28.41,0.02,339.72,3.4,0.03,68.0,101.0,0.67,7.68,314.0
28.41,0.02,332.13,3.2,0.03,23.0,101.0,0.03,6.34,298.0
28.36,0.02,253.87,4.0,0.03,77.0,101.0,0.78,5.66,380.0
28.36,0.02,355.09,3.2,0.03,35.0,101.0,0.05,6.2,297.0
28.32,0.02,456.4,4.0,0.03,98.0,101.0,0.8,5.83,389.0
28.31,0.02,424.76,3.1,0.03,24.0,101.0,0.06,6.46,289.0
28.29,0.02,219.92,3.3,0.03,64.0,101.0,0.39,13.67,313.0
28.3,0.02,343.96,2.9,0.03,37.0,101.0,0.05,6.27,267.0
28.29,0.02,270.35,3.3,0.03,70.0,101.0,0.33,7.48,309.0
28.28,0.02,315.25,2.7,0.03,25.0,101.0,0.04,6.23,254.0
28.32,0.02,231.75,3.7,0.03,70.0,101.0,0.39,7.47,352.0
28.3,0.02,350.6,2.9,0.03,27.0,101.0,0.06,4.77,275.0
28.3,0.02,248.36,4.0,0.03,62.0,101.0,0.77,6.45,391.0
28.29,0.02,350.55,3.4,0.03,32.0,101.0,0.13,6.79,322.0
28.29,0.02,331.03,3.7,0.03,65.0,101.0,0.65,6.33,361.0
28.26,0.02,362.86,3.0,0.03,24.0,101.0,0.09,4.95,283.0
28.27,0.02,429.81,3.5,0.03,68.0,101.0,0.68,6.44,335.0
28.26,0.02,364.0,3.2,0.03,37.0,101.0,0.06,6.0,299.0
28.26,0.02,319.1,4.1,0.03,66.0,101.0,0.69,5.86,403.0
28.26,0.02,354.35,3.5,0.03,24.0,101.0,0.07,5.96,331.0
28.25,0.02,293.06,3.7,0.03,68.0,101.0,0.41,6.42,354.0
28.27,0.02,356.8,3.4,0.03,25.0,101.0,0.14,8.04,318.0
28.25,0.02,322.22,3.7,0.03,70.0,101.0,0.38,4.52,353.0
28.23,0.02,339.52,3.3,0.03,23.0,101.0,0.18,5.48,303.0
28.23,0.02,248.94,3.6,0.03,77.0,101.0,1.16,5.7,343.0
28.21,0.02,315.14,3.1,0.03,26.0,101.0,0.05,5.4,285.0
28.19,0.02,284.74,3.8,0.03,63.0,101.0,1.58,5.07,367.0
28.19,0.02,333.01,3.6,0.03,25.0,101.0,0.09,8.58,340.0
28.19,0.02,398.78,3.6,0.03,61.0,101.0,0.74,5.81,342.0
28.17,0.02,390.97,3.0,0.03,32.0,101.0,0.07,7.25,276.0
28.19,0.02,302.25,3.6,0.03,72.0,101.0,0.13,5.19,340.0
28.19,0.02,313.91,3.1,0.03,35.0,101.0,0.06,6.84,291.0
28.2,0.02,290.48,3.8,0.03,79.0,101.0,1.14,6.83,367.0
28.19,0.02,327.35,2.8,0.03,23.0,101.0,0.09,5.97,261.0
28.16,0.02,186.12,3.8,0.03,68.0,101.0,1.14,5.03,367.0
28.18,0.02,319.22,2.9,0.03,23.0,101.0,0.03,7.59,265.0
28.18,0.02,282.03,3.5,0.03,74.0,101.0,0.28,6.51,334.0
28.15,0.02,320.64,3.3,0.03,22.0,101.0,0.01,5.06,304.0
28.15,0.02,305.5,3.9,0.03,87.0,101.0,2.1,6.61,382.0
28.16,0.02,320.23,3.1,0.03,22.0,101.0,0.07,6.56,288.0
28.16,0.02,351.35,3.6,0.03,85.0,101.0,1.35,5.86,350.0
28.16,0.02,331.23,3.3,0.03,35.0,101.0,0.11,5.02,304.0
28.16,0.02,297.51,3.8,0.03,87.0,101.0,2.23,7.1,375.0
28.12,0.02,370.44,3.3,0.03,28.0,101.0,0.22,14.42,299.0
28.12,0.02,219.84,3.4,0.03,96.0,101.0,0.92,6.61,335.0
28.11,0.02,318.96,3.4,0.03,27.0,101.0,0.11,5.49,310.0
28.11,0.02,219.22,3.7,0.03,79.0,101.0,1.75,7.45,358.0
28.09,0.02,368.33,3.0,0.03,28.0,101.0,0.15,5.49,274.0
28.07,0.02,263.17,3.5,0.03,92.0,101.0,2.31,6.67,341.0
28.07,0.02,310.85,3.2,0.03,34.0,101.0,0.21,6.35,294.0
28.06,0.02,284.81,3.8,0.03,75.0,101.0,1.82,8.08,366.0
28.05,0.02,334.86,3.1,0.03,27.0,101.0,0.25,5.03,282.0
28.05,0.02,344.62,3.7,0.03,29.0,101.0,2.91,6.68,359.0
28.03,0.02,376.15,3.6,0.03,36.0,101.0,0.28,4.98,333.0
28.04,0.02,300.95,3.5,0.03,82.0,101.0,2.42,6.19,334.0
28.03,0.02,342.78,3.3,0.03,34.0,101.0,0.21,6.56,307.0
28.04,0.02,246.41,3.6,0.03,39.0,101.0,2.62,11.8,372.0
28.02,0.02,353.16,3.3,0.03,32.0,101.0,0.09,5.54,305.0
28.05,0.02,379.57,3.7,0.03,35.0,101.0,3.17,7.86,374.0
28.04,0.02,350.86,3.7,0.03,24.0,101.0,0.23,6.1,342.0
28.04,0.02,295.79,3.8,0.03,21.0,101.0,2.89,9.47,358.0
28.07,0.02,319.47,3.2,0.03,32.0,101.0,0.07,4.69,297.0
28.09,0.02,319.43,3.9,0.03,24.0,101.0,1.84,6.81,376.0
28.08,0.02,327.64,3.2,0.03,24.0,101.0,0.26,5.7,293.0
28.09,0.02,394.37,3.2,0.03,24.0,101.0,0.06,7.41,321.0
28.09,0.02,379.35,3.2,0.03,33.0,101.0,0.18,5.02,301.0
28.11,0.02,414.68,3.8,0.03,31.0,101.0,0.05,8.47,380.0
28.1,0.02,346.54,3.6,0.03,27.0,101.0,0.28,6.04,335.0
28.11,0.02,249.61,3.9,0.03,28.0,101.0,0.06,6.08,386.0
28.08,0.02,252.68,3.7,0.03,26.0,101.0,0.39,6.28,354.0
28.09,0.02,368.93,3.3,0.03,24.0,101.0,0.1,7.2,324.0
28.07,0.02,428.42,3.4,0.03,34.0,101.0,0.3,5.32,326.0
28.1,0.02,283.97,3.4,0.03,26.0,101.0,0.07,5.61,326.0
28.09,0.02,332.54,3.0,0.03,37.0,101.0,0.2,5.96,279.0
27.74,0.02,287.25,3.7,0.03,22.0,101.0,0.04,8.44,372.0
26.09,0.02,341.7,3.2,0.03,27.0,101.0,0.09,6.69,302.0
27.13,0.02,283.3,3.6,0.03,30.0,101.0,0.03,6.49,354.0
26.19,0.02,342.49,2.9,0.03,29.0,101.0,0.04,4.42,277.0
26.31,0.02,362.59,3.4,0.03,27.0,101.0,0.09,8.02,341.0
26.18,0.02,350.02,3.1,0.03,30.0,101.0,0.16,4.82,300.0
26.55,0.02,218.13,3.6,0.03,33.0,101.0,0.05,6.38,394.0
26.2,0.02,321.89,3.1,0.02,37.0,101.0,0.27,7.98,300.0
26.52,0.02,270.94,3.8,0.03,30.0,101.0,0.07,7.72,377.0
26.45,0.02,423.28,3.1,0.03,31.0,101.0,0.09,5.7,298.0
26.37,0.02,228.71,3.5,0.02,28.0,101.0,0.16,6.7,357.0
26.18,0.02,483.0,3.3,0.03,25.0,101.0,0.04,10.37,313.0
26.19,0.02,270.7,3.3,0.03,31.0,101.0,0.21,6.45,348.0
26.0,0.02,317.3,3.3,0.03,28.0,101.0,0.1,4.62,325.0
25.99,0.02,569.96,3.2,0.03,34.0,101.0,0.23,7.07,333.0
25.93,0.02,269.85,3.3,0.03,31.0,101.0,0.03,5.12,312.0
26.0,0.02,413.15,3.4,0.03,33.0,101.0,0.19,7.43,360.0
25.88,0.02,220.24,3.1,0.03,36.0,101.0,0.03,4.71,295.0
25.92,0.02,514.75,3.3,0.03,34.0,101.0,0.11,8.0,354.0
25.88,0.02,304.62,3.1,0.03,28.0,101.0,0.07,4.47,293.0
25.83,0.02,594.96,3.0,0.03,48.0,101.0,0.08,6.6,311.0
25.66,0.02,205.74,3.2,0.03,30.0,101.0,0.03,8.67,309.0
25.71,0.02,10974.38,3.2,0.03,49.0,101.0,0.29,6.1,376.0
25.61,0.02,1108.2,3.7,0.03,99.0,101.0,0.04,5.07,358.0
25.91,0.02,537.14,3.3,0.03,29.0,102.0,0.11,6.07,390.0
25.6,0.02,254.48,3.4,0.03,36.0,102.0,0.05,3.92,336.0
25.45,0.02,512.04,3.2,0.03,32.0,101.0,0.54,4.72,380.0
25.42,0.02,260.95,3.4,0.03,29.0,101.0,0.04,4.53,335.0
25.43,0.02,495.29,3.3,0.03,36.0,101.0,0.11,6.73,359.0
25.36,0.02,231.88,3.2,0.03,40.0,101.0,0.06,14.82,310.0
25.49,0.02,435.23,3.5,0.03,33.0,101.0,0.47,6.85,364.0
25.46,0.02,244.62,3.1,0.03,40.0,101.0,0.01,5.43,292.0
25.49,0.02,626.36,3.3,0.03,31.0,101.0,0.07,5.98,360.0
25.49,0.02,322.86,3.7,0.03,36.0,101.0,0.03,5.84,352.0
25.52,0.02,436.64,3.0,0.03,36.0,101.0,0.28,5.19,367.0
25.49,0.02,350.57,3.1,0.03,32.0,101.0,0.07,5.81,299.0
25.54,0.02,521.9,2.7,0.03,36.0,101.0,0.31,9.0,377.0
25.51,0.02,231.73,3.3,0.03,35.0,101.0,0.07,4.53,317.0
25.54,0.02,628.71,2.6,0.03,29.0,101.0,0.23,7.21,347.0
25.52,0.02,315.18,3.4,0.03,29.0,101.0,0.09,6.29,322.0
25.54,0.02,510.28,2.6,0.03,34.0,101.0,0.47,6.83,378.0
25.51,0.02,311.55,3.5,0.03,32.0,101.0,0.11,5.32,333.0
25.57,0.02,586.02,3.0,0.03,29.0,101.0,0.26,6.78,362.0
25.52,0.02,335.97,3.1,0.03,34.0,101.0,0.04,5.73,298.0
25.57,0.02,559.12,2.6,0.03,27.0,101.0,0.56,6.34,408.0
25.55,0.02,284.13,3.7,0.03,31.0,101.0,0.05,5.98,348.0
25.58,0.02,375.41,2.8,0.03,31.0,101.0,0.25,5.75,346.0
25.57,0.02,311.07,3.2,0.03,31.0,101.0,0.04,6.11,303.0
25.58,0.02,492.32,3.0,0.03,42.0,101.0,0.59,7.38,381.0
25.56,0.02,261.77,3.4,0.03,26.0,101.0,0.1,4.42,323.0
25.62,0.02,564.13,2.4,0.03,34.0,101.0,0.51,6.28,357.0
25.61,0.03,304.73,3.6,0.03,44.0,101.0,0.06,5.19,342.0
25.59,0.02,457.35,2.8,0.03,33.0,101.0,0.07,5.43,332.0
25.58,0.02,327.32,3.5,0.03,43.0,101.0,0.05,5.11,329.0
25.6,0.03,456.84,2.8,0.03,40.0,101.0,0.53,6.51,411.0
25.57,0.02,333.85,3.4,0.03,26.0,101.0,0.04,5.61,319.0
28.59,0.02,431.72,2.6,0.03,40.0,101.0,0.46,11.06,409.0
26.59,0.03,319.08,3.1,0.03,32.0,101.0,0.06,5.45,295.0
26.73,0.02,407.02,2.4,0.03,40.0,101.0,0.61,6.96,361.0
26.21,0.02,292.43,3.3,0.03,28.0,101.0,0.04,4.24,307.0
26.27,0.03,302.32,2.6,0.03,39.0,101.0,0.61,6.62,354.0
26.18,0.02,328.04,3.3,0.03,38.0,101.0,0.04,5.54,309.0
26.29,0.02,477.3,2.3,0.03,41.0,101.0,0.62,6.48,376.0
26.04,0.03,381.21,3.4,0.03,28.0,101.0,0.06,4.95,323.0
25.98,0.02,495.7,2.9,0.03,41.0,101.0,0.82,5.85,347.0
25.83,0.02,356.93,4.0,0.03,35.0,101.0,0.12,4.98,389.0
25.88,0.03,318.39,2.5,0.03,35.0,101.0,0.68,5.37,340.0
25.67,0.02,383.88,3.6,0.03,33.0,101.0,0.16,4.79,348.0
25.62,0.02,439.74,3.6,0.03,40.0,101.0,1.28,10.25,344.0
25.47,0.03,313.42,2.7,0.03,29.0,101.0,0.04,4.01,313.0
25.52,0.02,315.27,3.2,0.03,40.0,101.0,0.35,5.8,330.0
25.36,0.02,363.0,2.9,0.03,26.0,101.0,0.19,4.09,330.0
25.41,0.03,419.39,3.7,0.03,36.0,101.0,0.55,14.05,388.0
25.31,0.02,348.27,2.8,0.03,30.0,101.0,0.07,6.1,320.0
25.28,0.02,567.33,3.3,0.03,33.0,101.0,0.5,8.95,350.0
25.24,0.03,370.08,3.0,0.03,32.0,101.0,0.06,9.57,335.0
25.27,0.02,356.03,3.6,0.03,50.0,101.0,1.02,8.0,332.0
25.24,0.02,359.14,3.0,0.03,38.0,101.0,0.24,6.06,337.0
25.39,0.03,374.05,3.5,0.03,41.0,101.0,0.4,8.89,307.0
25.38,0.02,377.73,3.0,0.03,43.0,101.0,0.07,6.47,342.0
25.47,0.02,369.53,3.3,0.03,33.0,101.0,0.38,7.11,316.0
25.48,0.03,359.68,3.3,0.03,24.0,101.0,0.06,5.18,368.0
25.58,0.02,365.61,3.6,0.03,43.0,101.0,0.07,15.9,382.0
25.62,0.02,374.66,2.6,0.03,26.0,101.0,0.03,5.38,296.0
25.71,0.03,358.77,3.4,0.03,49.0,101.0,0.17,6.05,253.0
25.76,0.02,388.66,2.7,0.03,29.0,101.0,0.07,5.56,310.0
25.76,0.02,414.08,3.4,0.03,45.0,101.0,0.42,10.12,267.0
25.73,0.03,309.98,2.9,0.03,36.0,101.0,0.06,5.19,327.0
25.77,0.02,283.47,3.5,0.03,46.0,101.0,0.53,15.5,295.0
25.79,0.02,333.87,2.8,0.03,39.0,101.0,0.04,7.12,313.0
25.84,0.03,339.59,3.3,0.03,44.0,101.0,1.1,6.36,257.0
25.83,0.02,374.45,2.8,0.03,27.0,101.0,0.09,5.31,323.0
25.85,0.02,408.16,3.5,0.03,54.0,101.0,2.02,6.35,249.0
25.88,0.03,340.02,3.0,0.03,34.0,101.0,0.04,7.19,340.0
25.9,0.02,404.73,3.5,0.03,48.0,101.0,0.76,6.35,257.0
25.86,0.02,334.47,2.9,0.03,29.0,101.0,0.12,4.58,325.0
25.86,0.03,312.48,3.4,0.03,53.0,101.0,1.84,5.17,233.0
25.89,0.02,353.61,3.0,0.03,28.0,101.0,0.15,10.26,337.0
25.93,0.02,451.51,3.7,0.03,50.0,101.0,1.52,8.16,260.0
25.95,0.03,381.95,3.2,0.03,34.0,101.0,0.12,7.74,359.0
25.95,0.02,383.64,3.4,0.03,48.0,101.0,1.04,7.81,287.0
25.96,0.02,288.64,2.8,0.03,39.0,101.0,0.21,5.74,314.0
25.99,0.03,450.04,4.0,0.03,38.0,101.0,3.39,9.12,244.0
25.99,0.02,370.88,3.3,0.03,25.0,101.0,0.08,4.77,366.0
25.99,0.03,613.1,3.7,0.04,62.0,101.0,1.34,7.09,269.0
25.97,0.02,421.44,3.0,0.03,26.0,101.0,0.07,5.94,341.0
25.95,0.02,295.68,3.4,0.03,45.0,101.0,1.89,5.07,243.0
25.9,0.02,332.38,3.1,0.03,30.0,101.0,0.23,4.86,350.0
25.9,0.03,314.43,3.7,0.03,47.0,101.0,2.32,5.58,351.0
25.88,0.02,322.27,3.0,0.03,26.0,101.0,0.15,10.1,272.0
25.84,0.02,431.85,3.6,0.03,53.0,101.0,2.44,5.01,350.0
25.87,0.04,3901.03,3.1,0.03,25.0,101.0,0.24,5.14,295.0
25.87,0.02,365.57,3.5,0.03,53.0,101.0,1.75,6.58,334.0
25.75,0.02,296.89,3.1,0.03,29.0,101.0,0.26,4.77,288.0
25.8,0.02,346.62,3.9,0.03,63.0,101.0,2.75,5.39,377.0
25.75,0.02,381.57,3.2,0.03,27.0,101.0,0.08,4.81,299.0
25.72,0.02,456.81,3.7,0.03,60.0,101.0,0.83,6.14,359.0
25.77,0.03,368.68,3.1,0.03,28.0,101.0,0.14,4.74,291.0
25.77,0.02,333.44,3.7,0.03,62.0,101.0,0.33,7.78,349.0
25.73,0.02,331.41,3.1,0.03,30.0,101.0,0.12,6.93,285.0
25.75,0.02,342.83,3.7,0.03,55.0,101.0,0.08,8.36,357.0
25.77,0.02,307.04,2.9,0.03,24.0,101.0,0.1,5.91,269.0
25.75,0.02,416.05,3.6,0.03,71.0,101.0,1.06,7.87,349.0
25.75,0.02,385.3,3.4,0.03,24.0,101.0,0.28,5.34,322.0
25.75,0.02,333.87,3.5,0.03,58.0,101.0,0.44,5.1,339.0
25.7,0.02,356.54,3.2,0.03,26.0,101.0,0.03,4.7,292.0
25.71,0.02,342.56,3.3,0.03,57.0,101.0,1.22,5.75,315.0
25.69,0.02,343.47,2.7,0.03,29.0,101.0,0.03,5.37,250.0
25.69,0.02,411.09,3.9,0.04,84.0,101.0,1.42,4.83,382.0
25.77,0.02,551.12,2.9,0.03,35.0,101.0,0.16,6.43,274.0
25.77,0.02,343.64,3.4,0.03,68.0,101.0,2.59,5.1,331.0
25.75,0.02,326.75,3.1,0.03,36.0,101.0,0.12,6.81,296.0
25.75,0.02,352.4,3.7,0.03,77.0,101.0,1.41,5.0,355.0
25.73,0.02,368.46,2.8,0.03,34.0,101.0,0.12,5.52,256.0
25.73,0.02,346.58,3.2,0.03,79.0,101.0,0.04,15.24,302.0
25.77,0.02,355.46,3.1,0.03,34.0,101.0,0.09,5.61,291.0
25.77,0.02,311.44,3.4,0.03,78.0,101.0,1.57,5.23,317.0
25.77,0.02,382.55,3.4,0.03,39.0,101.0,0.07,4.84,318.0
25.77,0.02,341.82,3.4,0.03,76.0,101.0,2.12,5.97,325.0
25.82,0.02,340.86,3.1,0.03,29.0,101.0,0.12,6.9,294.0
25.85,0.02,255.69,3.6,0.03,77.0,101.0,2.18,5.84,349.0
25.87,0.02,365.63,3.4,0.03,35.0,101.0,0.08,8.61,324.0
25.93,0.02,296.57,3.5,0.03,88.0,101.0,0.29,18.05,326.0
25.93,0.02,348.84,3.2,0.03,37.0,101.0,0.08,5.93,300.0
25.96,0.02,286.99,3.3,0.03,73.0,101.0,1.73,6.14,319.0
26.02,0.02,418.98,3.1,0.03,36.0,101.0,0.04,5.88,289.0
26.02,0.02,249.82,3.6,0.03,73.0,101.0,1.28,5.24,347.0
26.02,0.03,402.55,3.2,0.03,28.0,101.0,0.1,5.2,301.0
26.02,0.03,435.86,3.6,0.2,76.0,101.0,2.81,5.53,350.0
26.06,0.02,370.68,3.0,0.03,27.0,101.0,0.04,5.32,281.0
26.1,0.02,344.8,3.7,0.03,71.0,101.0,2.09,6.45,348.0
26.13,0.02,320.3,3.0,0.03,38.0,101.0,0.03,5.61,279.0
26.15,0.02,377.18,4.1,0.03,73.0,101.0,2.12,6.21,403.0
26.15,0.02,394.06,3.5,0.03,29.0,101.0,0.32,9.8,323.0
26.13,0.02,237.86,3.8,0.03,72.0,101.0,0.09,5.9,369.0
26.15,0.02,299.59,3.4,0.03,34.0,101.0,0.14,12.19,318.0
26.15,0.02,252.02,4.0,0.03,82.0,101.0,0.07,5.52,389.0
26.15,0.02,351.38,3.4,0.03,36.0,101.0,0.24,4.78,318.0
26.2,0.02,361.15,3.6,0.03,83.0,101.0,0.02,5.4,343.0
26.19,0.02,329.44,3.1,0.03,31.0,101.0,0.24,15.67,285.0
26.18,0.02,213.06,3.5,0.03,82.0,101.0,0.05,7.48,329.0
26.24,0.02,331.27,3.2,0.03,25.0,101.0,0.07,5.56,297.0
26.26,0.02,202.54,3.8,0.03,87.0,101.0,0.04,9.01,365.0
26.24,0.02,317.8,3.7,0.03,24.0,101.0,0.16,5.87,354.0
26.3,0.02,252.2,3.5,0.04,83.0,101.0,0.04,6.01,337.0
26.28,0.02,350.87,3.4,0.03,30.0,101.0,0.35,4.85,316.0
26.29,0.02,265.84,3.6,0.03,84.0,101.0,0.07,6.69,340.0
26.27,0.02,350.62,3.2,0.03,22.0,101.0,0.11,5.38,294.0
26.26,0.02,217.01,3.4,0.03,92.0,101.0,0.03,5.46,366.0
26.23,0.02,424.23,3.4,0.03,32.0,101.0,0.07,4.38,310.0
26.23,0.02,630.23,3.6,0.03,74.0,101.0,0.04,5.91,346.0
26.23,0.02,325.25,3.3,0.03,27.0,101.0,0.19,4.59,309.0
26.21,0.02,412.69,3.5,0.03,70.0,101.0,0.05,6.3,339.0
26.21,0.02,311.49,3.1,0.03,31.0,101.0,0.24,5.38,283.0
26.22,0.02,249.44,4.0,0.03,70.0,101.0,0.06,6.63,390.0
26.22,0.02,315.88,3.0,0.02,23.0,101.0,0.04,5.12,278.0
26.24,0.02,290.07,4.3,0.03,85.0,101.0,0.04,9.38,421.0
26.22,0.02,384.6,3.2,0.03,37.0,101.0,0.22,5.21,296.0
26.23,0.02,219.6,3.8,0.03,64.0,101.0,0.03,5.14,363.0
26.23,0.02,351.52,3.6,0.03,25.0,101.0,0.24,6.1,336.0
26.26,0.02,200.88,3.8,0.03,78.0,101.0,0.04,6.29,367.0
26.26,0.02,365.04,3.3,0.02,28.0,101.0,0.05,4.63,310.0
26.27,0.02,377.25,3.6,0.03,88.0,101.0,0.1,7.17,359.0
26.27,0.02,340.46,3.2,0.03,30.0,101.0,0.03,5.67,295.0
26.28,0.02,255.5,3.5,0.03,85.0,101.0,0.17,5.71,367.0
26.27,0.02,315.63,3.9,0.03,35.0,101.0,0.12,5.29,371.0
26.32,0.02,300.73,3.6,0.03,86.0,101.0,0.09,6.47,374.0
26.31,0.02,373.51,3.5,0.03,26.0,101.0,0.07,5.99,324.0
26.3,0.02,230.72,3.6,0.03,97.0,101.0,0.39,7.46,395.0
26.29,0.02,358.82,4.0,0.03,32.0,101.0,0.07,5.91,375.0
26.29,0.02,296.88,3.4,0.03,99.0,101.0,0.45,7.22,382.0
26.29,0.02,299.75,3.7,0.03,30.0,101.0,0.06,4.97,349.0
26.31,0.02,296.98,3.1,0.03,87.0,101.0,0.17,6.86,374.0
26.32,0.02,309.79,3.2,0.03,26.0,101.0,0.06,6.33,295.0
26.32,0.02,313.11,3.4,0.03,98.0,101.0,0.19,6.02,368.0
26.31,0.02,352.05,3.1,0.03,32.0,101.0,0.04,5.14,283.0
26.33,0.02,213.86,3.6,0.03,88.0,101.0,0.24,14.67,378.0
26.31,0.02,335.93,3.3,0.03,33.0,101.0,0.03,4.96,310.0
26.32,0.02,219.6,3.4,0.03,97.0,101.0,0.46,5.36,394.0
26.31,0.02,319.4,3.1,0.03,26.0,101.0,0.03,4.78,286.0
26.29,0.02,237.75,3.4,0.03,54.0,101.0,0.31,5.37,343.0
26.27,0.02,271.99,3.3,0.03,33.0,101.0,0.05,5.79,306.0
26.29,0.02,212.17,3.3,0.03,30.0,101.0,0.24,7.15,379.0
26.26,0.02,332.38,3.3,0.03,32.0,101.0,0.06,5.88,311.0
26.24,0.02,232.88,3.6,0.03,31.0,101.0,0.17,7.61,383.0
26.24,0.02,305.01,3.4,0.03,27.0,101.0,0.1,5.46,319.0
26.26,0.02,247.83,3.1,0.03,24.0,101.0,0.14,6.64,364.0
26.23,0.02,338.7,3.5,0.03,24.0,101.0,0.05,5.62,334.0
26.23,0.02,195.92,2.7,0.03,26.0,101.0,0.08,5.98,335.0
26.21,0.02,318.38,3.3,0.03,27.0,101.0,0.05,5.24,317.0
26.19,0.02,209.65,3.4,0.03,27.0,101.0,0.14,6.14,409.0
26.19,0.02,281.97,3.5,0.03,30.0,101.0,0.04,7.36,333.0
26.19,0.02,210.88,2.8,0.03,30.0,101.0,0.46,7.5,374.0
26.17,0.02,325.72,3.4,0.03,25.0,101.0,0.06,4.79,323.0
26.17,0.02,241.74,2.9,0.03,37.0,101.0,0.39,5.74,374.0
26.14,0.02,361.1,3.4,0.03,36.0,101.0,0.13,4.41,328.0
26.14,0.02,268.61,2.6,0.03,24.0,101.0,0.73,6.03,381.0
26.12,0.02,282.81,3.5,0.03,27.0,101.0,0.07,4.61,336.0
26.1,0.02,275.06,2.7,0.03,24.0,101.0,0.21,5.71,373.0
26.12,0.02,359.37,3.6,0.03,29.0,101.0,0.11,4.77,349.0
26.11,0.02,287.48,2.7,0.02,29.0,101.0,0.54,5.67,388.0
26.08,0.02,384.93,3.7,0.03,35.0,101.0,0.1,4.56,357.0
26.09,0.02,250.4,3.0,0.03,25.0,101.0,0.29,5.82,365.0
26.07,0.02,344.07,3.2,0.03,25.0,101.0,0.09,6.86,307.0
26.09,0.02,205.15,2.6,0.03,32.0,101.0,0.82,6.89,377.0
26.06,0.02,367.54,3.3,0.03,28.0,101.0,0.11,5.77,314.0
26.09,0.02,235.36,2.7,0.03,27.0,101.0,0.59,6.78,384.0
26.07,0.02,368.41,3.5,0.03,30.0,101.0,0.11,5.38,336.0
26.07,0.02,279.52,2.3,0.03,33.0,101.0,0.72,6.6,369.0
26.07,0.02,338.73,3.0,0.03,25.0,101.0,0.08,6.98,287.0
26.07,0.02,336.02,2.7,0.03,26.0,101.0,0.56,7.25,388.0
26.07,0.02,333.62,3.3,0.03,40.0,101.0,0.07,5.71,313.0
26.07,0.02,319.89,2.5,0.03,37.0,101.0,0.52,5.24,316.0
26.07,0.02,334.97,3.4,0.03,27.0,101.0,0.14,5.19,321.0
26.06,0.02,224.13,2.7,0.03,35.0,101.0,0.54,7.86,352.0
26.07,0.02,358.93,3.4,0.03,25.0,101.0,0.08,7.18,320.0
26.06,0.02,225.28,2.7,0.03,30.0,101.0,0.49,6.56,354.0
26.04,0.02,366.57,3.9,0.03,27.0,101.0,0.07,6.11,373.0
26.06,0.02,247.44,3.2,0.03,29.0,101.0,0.37,8.24,365.0
26.06,0.02,319.19,2.8,0.03,29.0,101.0,0.06,5.54,314.0
26.06,0.03,259.33,3.5,0.03,33.0,101.0,0.59,6.16,384.0
26.05,0.02,346.62,2.4,0.03,32.0,101.0,0.06,5.06,285.0
26.05,0.02,230.73,3.3,0.03,30.0,101.0,0.37,6.58,325.0
26.04,0.02,359.01,3.0,0.03,31.0,101.0,0.16,6.05,335.0
26.07,0.02,302.94,3.6,0.03,44.0,101.0,0.38,6.27,331.0
26.06,0.02,265.18,2.9,0.03,25.0,101.0,0.09,6.34,328.0
26.06,0.02,324.08,3.5,0.03,40.0,101.0,0.61,8.03,352.0
26.05,0.02,333.48,3.2,0.03,26.0,101.0,0.16,7.09,361.0
26.04,0.02,284.27,3.4,0.03,37.0,101.0,0.71,8.19,310.0
26.04,0.02,349.88,3.1,0.03,33.0,101.0,0.1,5.34,350.0
26.06,0.02,271.39,3.4,0.03,39.0,101.0,0.34,7.61,323.0
26.06,0.02,317.21,3.1,0.03,30.0,101.0,0.19,5.66,345.0
26.06,0.02,204.98,3.5,0.03,34.0,101.0,0.28,5.78,301.0
26.07,0.02,288.48,3.3,0.03,27.0,101.0,0.08,4.85,368.0
